"","1","2","3","4","5","6","7","8","9","10"
"meg",0,0,0,1,0,0,0,0,0,0
"messages",0,0,0,1,0,0,0,0,0,0
"michelle",0,0,0,1,0,0,0,0,0,0
"mike",0,0,0,2,0,0,0,0,0,2
"miraflores",0,0,0,2,1,2,0,0,0,0
"mission",0,0,0,2,0,0,0,0,0,0
"mission:",0,0,0,2,0,2,2,0,0,2
"missions",0,0,0,1,0,0,0,0,0,0
"moments",0,0,0,1,0,0,0,0,0,0
"mortgage",0,0,0,1,0,0,0,0,0,0
"national",0,0,0,8,0,9,2,0,1,2
"network.",0,0,0,2,0,0,0,0,0,0
"newsource",0,0,0,1,0,1,1,0,0,1
"next",0,0,0,5,2,2,0,0,0,1
"nicolas",0,0,0,1,0,2,1,0,0,2
"non",0,0,0,1,0,0,0,0,0,0
"official",0,0,0,7,0,1,1,0,0,4
"official:",0,0,0,1,0,0,0,0,0,1
"officially",0,0,0,2,0,0,1,0,0,0
"oil",0,0,0,1,0,2,1,0,2,4
"olympics",0,0,0,2,0,0,0,0,0,0
"op-eds",0,0,0,2,0,0,0,0,0,0
"options",0,0,0,5,0,0,0,0,0,1
"options,",0,0,0,1,0,0,0,0,0,0
"options.",0,0,0,1,0,0,0,0,0,0
"order.",0,0,0,1,0,0,0,0,0,0
"ordered",0,0,0,2,0,0,0,0,0,1
"organization",0,0,0,3,0,0,0,0,0,1
"out!",0,0,0,1,0,0,0,0,0,0
"out!"":",0,0,0,1,0,0,0,0,0,0
"p.m.",0,0,0,9,0,0,0,0,0,0
"palace",0,0,0,3,2,1,0,0,0,0
"parenting",0,0,0,2,0,2,2,0,0,2
"pay",0,0,0,1,0,0,0,0,0,0
"payment",0,0,0,1,0,0,0,0,0,0
"peoples",0,0,0,1,0,0,0,0,0,0
"persona",0,0,0,1,0,0,0,0,0,0
"personnel.""",0,0,0,1,0,0,0,0,0,0
"perspectives",0,0,0,2,0,2,2,0,0,2
"photos",0,0,0,2,0,0,0,0,0,0
"play",0,0,0,2,0,3,2,1,1,2
"politics",0,0,0,2,0,3,3,0,0,3
"pompeo",0,0,0,4,0,0,0,0,0,1
"pompeo:",0,0,0,1,0,0,0,0,0,0
"possible",0,0,0,3,1,0,0,0,0,0
"posts",0,0,0,1,0,0,0,0,0,0
"power""",0,0,0,1,0,0,0,0,0,0
"powers",0,0,0,1,0,0,0,0,0,0
"prepared",0,0,0,1,1,0,0,0,0,0
"presence",0,0,0,4,0,1,1,0,0,1
"presidency",0,0,0,1,0,0,0,0,0,0
"president.",0,0,0,4,0,0,0,1,2,0
"presidential",0,0,0,1,1,3,0,0,0,1
"printed",0,0,0,1,0,0,0,0,0,0
"pro",0,0,0,2,0,0,0,0,0,0
"profiles",0,0,0,2,0,2,2,0,0,2
"protests:",0,0,0,2,0,0,1,0,0,0
"pueblo",0,0,0,2,0,0,0,0,1,0
"punish",0,0,0,1,0,0,0,0,0,0
"puppet",0,0,0,1,0,0,0,0,1,0
"push",0,0,0,1,0,0,0,1,0,0
"qualify?",0,0,0,1,0,0,0,0,0,0
"range",0,0,0,1,0,0,0,0,0,0
"rate",0,0,0,1,0,0,0,0,0,0
"rates",0,0,0,2,0,0,0,0,0,0
"recognition",0,0,0,1,0,0,0,0,0,0
"recognizes",0,0,0,1,0,1,0,0,0,0
"recognizing",0,0,0,3,0,0,0,0,0,1
"refinance",0,0,0,2,0,0,0,0,0,0
"refinance.",0,0,0,1,0,0,0,0,0,0
"regards",0,0,0,2,0,0,0,0,0,0
"regime",0,0,0,1,3,0,1,0,0,1
"reiterated:",0,0,0,1,0,0,0,0,0,0
"relations",0,0,0,8,0,0,0,0,0,0
"remain",0,0,0,2,0,0,0,0,0,0
"remarks",0,0,0,1,0,0,0,0,0,0
"reported",0,0,0,1,0,4,0,0,0,0
"republican",0,0,0,1,0,0,0,0,0,0
"responding",0,0,0,3,0,0,0,0,0,0
"response,",0,0,0,1,0,0,0,0,0,0
"results",0,0,0,2,0,2,2,0,0,2
"return",0,0,0,1,0,0,0,0,0,0
"rocha",0,0,0,1,0,0,0,0,0,0
"rodriguez",0,0,0,2,0,1,0,0,0,0
"role",0,0,0,1,0,2,0,0,1,0
"route",0,0,0,2,0,0,0,0,0,0
"rubio",0,0,0,1,0,0,0,0,0,0
"rubio,",0,0,0,1,0,0,0,0,0,0
"safety",0,0,0,1,0,0,0,0,0,0
"sanctions",0,0,0,2,0,1,1,0,1,4
"sanctions,",0,0,0,2,0,0,0,0,0,0
"sans",0,0,0,1,0,0,0,0,0,0
"say",0,0,0,2,0,0,0,0,2,1
"says",0,0,0,1,0,1,1,0,0,3
"schedule",0,0,0,2,0,2,2,0,0,2
"scores",0,0,0,1,0,0,0,0,0,0
"scratched",0,0,0,1,0,0,0,0,0,0
"screen",0,0,0,2,0,2,2,0,0,2
"scroll",0,0,0,1,0,0,0,0,0,0
"second",0,0,0,1,0,1,0,0,2,2
"secretary",0,0,0,1,0,0,0,0,0,2
"security",0,0,0,1,0,2,1,0,0,1
"see",0,0,0,1,1,0,1,0,0,4
"seek",0,0,0,1,0,0,0,0,0,0
"sen.",0,0,0,1,0,0,0,0,0,0
"senator",0,0,0,1,0,0,0,0,0,0
"senator's",0,0,0,1,0,0,0,0,0,0
"senior",0,0,0,6,0,1,0,0,0,0
"seriously,",0,0,0,1,0,0,0,0,0,0
"session",0,0,0,1,0,1,0,0,0,0
"severity",0,0,0,1,0,0,0,0,0,0
"sharp",0,0,0,1,0,0,0,0,0,0
"shortly",0,0,0,1,0,0,0,0,0,0
"should",0,0,0,1,0,0,0,0,1,0
"shouldn't",0,0,0,2,0,0,0,0,0,0
"shows",0,0,0,2,1,5,4,0,0,4
"simple)",0,0,0,1,0,0,0,0,0,0
"since",0,0,0,2,0,1,1,0,0,3
"single",0,0,0,1,0,0,1,0,0,4
"soccer",0,0,0,2,0,0,0,0,0,0
"social",0,0,0,2,0,1,0,0,0,2
"sources",0,0,0,1,0,0,0,0,0,0
"space",0,0,0,2,0,0,0,0,0,0
"speech,",0,0,0,1,0,0,0,0,0,0
"spoke",0,0,0,1,0,0,0,0,0,0
"staff",0,0,0,5,0,0,0,0,0,0
"stark",0,0,0,1,0,0,0,0,0,0
"stars",0,0,0,2,0,2,2,0,0,2
"state",0,0,0,3,0,1,2,0,0,3
"statemen",0,0,0,1,0,0,0,0,0,0
"statement",0,0,0,2,0,3,1,0,0,3
"statement,",0,0,0,1,0,0,0,0,0,1
"statements",0,0,0,1,0,0,0,0,0,0
"states",0,0,0,12,0,4,3,0,2,5
"states,",0,0,0,1,1,3,0,0,0,0
"stay",0,0,0,2,0,2,2,0,0,2
"store",0,0,0,3,0,1,1,0,0,1
"studio",0,0,0,1,0,0,0,0,0,0
"studios",0,0,0,2,0,0,0,0,0,0
"style",0,0,0,2,0,1,1,0,0,1
"success",0,0,0,2,0,2,2,0,0,2
"such",0,0,0,1,0,0,0,0,0,0
"support.",0,0,0,1,0,1,0,0,0,0
"supreme",0,0,0,2,0,4,2,0,0,2
"surface",0,0,0,1,0,0,0,0,0,0
"swore",0,0,0,4,0,1,0,0,0,0
"system,",0,0,0,1,0,0,0,0,0,0
"table",0,0,0,1,0,0,0,0,0,0
"table""",0,0,0,1,0,0,0,0,0,0
"table,",0,0,0,1,0,0,0,0,0,0
"table.",0,0,0,1,0,0,0,0,0,0
"tacit",0,0,0,1,0,0,0,0,0,0
"take,",0,0,0,1,0,0,0,0,0,0
"taken",0,0,0,1,0,0,0,0,0,0
"term",0,0,0,1,0,2,0,0,1,1
"thanked",0,0,0,1,0,0,0,0,0,0
"thanks",0,0,0,1,0,0,0,0,0,0
"therefore,",0,0,0,1,0,0,0,0,0,0
"this.",0,0,0,1,0,0,0,0,0,0
"those",0,0,0,1,0,0,0,0,3,3
"thu",0,0,0,1,0,0,0,0,0,0
"today,",0,0,0,1,3,0,0,0,0,1
"tours",0,0,0,1,0,0,0,0,0,0
"transcripts",0,0,0,1,0,1,1,0,0,1
"transformed",0,0,0,2,0,2,2,0,0,2
"trump",0,0,0,10,0,0,0,0,1,3
"trump's",0,0,0,2,0,0,0,0,0,3
"turner",0,0,0,1,0,0,0,0,0,0
"tweet",0,0,0,2,0,1,0,0,0,1
"tweet:",0,0,0,1,0,0,0,0,0,0
"tweeted",0,0,0,4,0,0,0,0,0,1
"two",0,0,0,1,0,0,0,0,0,0
"u.s.",0,0,0,4,0,11,11,0,0,11
"underscored",0,0,0,2,0,1,0,0,0,0
"unfolded.",0,0,0,1,0,0,0,0,0,0
"updates",0,0,0,1,0,0,0,0,0,0
"upstarts",0,0,0,2,0,2,2,0,0,2
"usurp",0,0,0,1,0,0,0,0,0,0
"usurpers.",0,0,0,1,0,0,0,0,0,0
"validity,",0,0,0,1,0,0,0,0,0,0
"venezuela's",0,0,0,2,0,16,4,0,0,9
"venezuela,",0,0,0,3,0,5,0,0,0,0
"venezuela.",0,0,0,9,0,4,0,0,0,3
"venezuela.""",0,0,0,1,0,1,0,0,0,1
"venezuela.accordingly",0,0,0,1,0,0,0,0,0,0
"venezuela:",0,0,0,1,0,1,0,0,0,1
"veronica",0,0,0,1,0,0,0,0,0,0
"very",0,0,0,1,1,2,0,0,1,2
"vice",0,0,0,2,0,0,0,0,0,1
"violent",0,0,0,1,0,0,0,0,0,0
"vote",0,0,0,1,0,1,0,0,0,0
"voted",0,0,0,1,0,0,0,0,1,0
"vtv.",0,0,0,1,0,0,0,0,0,0
"wagner",0,0,0,1,0,0,0,0,0,0
"warning:",0,0,0,1,0,0,0,0,0,0
"wasn't",0,0,0,2,0,0,0,0,0,0
"waves",0,0,0,2,0,1,0,0,0,0
"weather",0,0,0,2,0,2,2,0,0,2
"wednesday",0,0,0,2,0,0,0,0,0,2
"wednesday,",0,0,0,2,0,2,0,0,0,0
"wednesday,a",0,0,0,1,0,0,0,0,0,0
"wellness",0,0,0,2,0,2,2,0,0,2
"went",0,0,0,1,1,0,0,0,0,0
"weve",0,0,0,1,0,0,0,0,0,0
"what's",0,0,0,1,0,1,1,0,0,1
"white",0,0,0,1,0,1,0,0,0,1
"will",0,0,0,9,2,3,0,0,5,2
"will,""",0,0,0,1,0,0,0,0,0,0
"wills",0,0,0,1,0,0,0,0,0,0
"within",0,0,0,2,0,0,0,0,1,1
"wrote",0,0,0,1,0,1,0,0,0,1
"'our",0,0,0,0,2,0,0,0,0,0
"(justice",0,0,0,0,1,0,0,0,0,0
"19.15gmt",0,0,0,0,1,0,0,0,0,0
"19.41gmt",0,0,0,0,1,0,0,0,0,0
"19th-century",0,0,0,0,1,0,0,0,0,0
"2,700-seat",0,0,0,0,1,0,0,0,0,0
"2013",0,0,0,0,1,0,0,0,2,0
"35-year-old",0,0,0,0,1,0,0,0,0,0
"[but",0,0,0,0,1,0,0,0,0,0
"achieve",0,0,0,0,1,0,0,0,0,0
"act.",0,0,0,0,1,0,0,0,0,0
"administration.",0,0,0,0,1,0,0,0,0,0
"again",0,0,0,0,1,1,0,0,0,0
"ally,",0,0,0,0,1,0,0,0,0,0
"andrs",0,0,0,0,1,0,0,0,0,0
"anything",0,0,0,0,1,0,0,0,0,0
"arent",0,0,0,0,1,0,0,0,0,0
"attack",0,0,0,0,1,0,0,0,0,0
"attempted",0,0,0,0,1,0,0,0,0,0
"attempts",0,0,0,0,1,0,0,0,0,0
"auditorium",0,0,0,0,1,0,0,0,0,0
"auditorium,",0,0,0,0,1,0,0,0,0,0
"back.",0,0,0,0,1,0,0,0,0,0
"balancing",0,0,0,0,1,0,0,0,0,0
"believe",0,0,0,0,1,0,0,0,1,0
"brazil,",0,0,0,0,1,0,0,0,0,1
"britain,",0,0,0,0,1,0,0,0,0,0
"brother",0,0,0,0,1,0,0,0,0,0
"budging",0,0,0,0,1,0,0,0,0,0
"budging.",0,0,0,0,1,0,0,0,0,0
"calling",0,0,0,0,2,4,0,0,0,3
"calls",0,0,0,0,2,0,0,0,0,1
"canada,",0,0,0,0,1,0,0,0,0,1
"cause.",0,0,0,0,1,0,0,0,0,0
"central",0,0,0,0,2,1,0,0,0,0
"change.",0,0,0,0,1,0,0,0,0,0
"chvez",0,0,0,0,1,0,0,0,6,0
"chvezs",0,0,0,0,1,0,0,0,7,0
"collapsed.",0,0,0,0,1,0,0,0,0,0
"conference",0,0,0,0,1,4,0,0,0,0
"conspiracy",0,0,0,0,1,0,0,0,0,0
"continues",0,0,0,0,1,0,0,0,0,1
"countries",0,0,0,0,1,4,0,0,0,0
"crisis-stricken",0,0,0,0,1,0,0,0,0,0
"crisis.",0,0,0,0,1,1,0,0,0,0
"darkness.",0,0,0,0,1,0,0,0,0,0
"day",0,0,0,0,3,3,1,0,0,1
"death",0,0,0,0,2,0,1,0,4,1
"deceitful",0,0,0,0,1,0,0,0,0,0
"declaring",0,0,0,0,1,1,0,0,0,0
"defeated,",0,0,0,0,1,0,0,0,0,0
"delicate",0,0,0,0,1,0,0,0,0,1
"democratically",0,0,0,0,1,0,0,0,0,0
"demonstrations",0,0,0,0,1,1,0,0,0,0
"designed",0,0,0,0,1,0,0,0,0,0
"despair.",0,0,0,0,1,0,0,0,0,0
"disputed",0,0,0,0,1,0,0,0,0,0
"doubt.",0,0,0,0,1,0,0,0,0,0
"dreams",0,0,0,0,1,0,0,0,0,0
"drone",0,0,0,0,1,0,0,0,0,0
"elected",0,0,0,0,2,0,0,0,1,1
"elections,",0,0,0,0,1,1,0,0,1,0
"end",0,0,0,0,2,1,0,0,1,0
"enemy",0,0,0,0,5,0,0,0,0,0
"even",0,0,0,0,1,0,0,0,1,1
"expectations",0,0,0,0,1,0,0,0,0,0
"faced",0,0,0,0,1,0,0,0,0,0
"fall.",0,0,0,0,1,0,0,0,0,0
"fear':",0,0,0,0,2,0,0,0,0,0
"fear.",0,0,0,0,1,0,0,0,0,0
"figurehead",0,0,0,0,1,0,0,0,0,0
"filled",0,0,0,0,1,0,0,0,0,0
"first)",0,0,0,0,1,0,0,0,0,0
"france",0,0,0,0,1,0,0,0,0,1
"fresh",0,0,0,0,1,0,0,0,0,0
"fri",0,0,0,0,2,0,0,0,0,0
"gave",0,0,0,0,1,0,0,0,0,0
"gentleman,",0,0,0,0,1,0,0,0,0,0
"germany.",0,0,0,0,1,0,0,0,0,0
"gift.",0,0,0,0,1,0,0,0,0,0
"giving",0,0,0,0,1,0,0,0,0,0
"government.",0,0,0,0,1,1,2,0,0,2
"guadi",0,0,0,0,1,0,0,0,0,0
"guaid's",0,0,0,0,1,0,1,0,0,0
"guardian:",0,0,0,0,1,0,0,0,0,0
"happen",0,0,0,0,2,0,0,0,0,0
"hard",0,0,0,0,1,0,0,0,0,0
"heir",0,0,0,0,1,0,0,0,1,0
"hostile",0,0,0,0,1,0,0,0,0,0
"humiliation,",0,0,0,0,1,0,0,0,0,0
"imminent.",0,0,0,0,1,0,0,0,0,0
"impassioned",0,0,0,0,1,0,0,0,0,0
"isolated,",0,0,0,0,1,0,0,0,0,0
"jailed",0,0,0,0,1,0,0,0,0,0
"jimnez",0,0,0,0,1,0,0,0,0,0
"join",0,0,0,0,1,1,0,0,0,2
"justicia",0,0,0,0,1,0,0,0,0,0
"keep",0,0,0,0,1,0,0,1,1,0
"know",0,0,0,0,1,0,0,0,3,2
"knows]",0,0,0,0,1,0,0,0,0,0
"ladies",0,0,0,0,1,0,0,0,0,0
"latest",0,0,0,0,1,1,0,0,0,0
"legitimate,",0,0,0,0,1,0,0,0,0,0
"light",0,0,0,0,1,1,0,0,0,0
"lights",0,0,0,0,1,0,0,0,0,0
"lives",0,0,0,0,1,0,0,0,0,0
"maryhen",0,0,0,0,1,0,0,0,0,0
"matter",0,0,0,0,1,0,0,0,0,1
"may",0,0,0,0,1,1,0,0,1,1
"maybe",0,0,0,0,1,0,0,0,1,0
"meja,",0,0,0,0,1,0,0,0,0,0
"mid-press",0,0,0,0,1,0,0,0,0,0
"miguel",0,0,0,0,1,0,0,0,0,0
"mobilize",0,0,0,0,1,0,0,0,0,0
"modified",0,0,0,0,1,0,0,0,1,0
"months.",0,0,0,0,1,0,0,0,0,0
"morales,",0,0,0,0,1,0,0,0,0,0
"narrowly",0,0,0,0,1,0,0,0,0,0
"nation",0,0,0,0,1,2,0,0,0,0
"nationwide",0,0,0,0,1,0,0,1,0,0
"needs",0,0,0,0,1,0,0,0,1,0
"objective,",0,0,0,0,1,0,0,0,0,0
"occupy",0,0,0,0,1,0,0,0,0,0
"opponents",0,0,0,0,1,0,0,0,0,0
"organised",0,0,0,0,1,0,0,0,0,0
"otherwise",0,0,0,0,1,0,0,0,0,0
"ours",0,0,0,0,1,0,0,0,0,0
"oxford",0,0,0,0,1,0,0,0,0,0
"package,",0,0,0,0,1,0,0,0,0,0
"packed",0,0,0,0,1,0,0,0,0,0
"party.",0,0,0,0,1,0,0,0,1,0
"pizarro,",0,0,0,0,1,0,0,0,0,0
"plotted",0,0,0,0,1,0,0,0,0,0
"plunging",0,0,0,0,1,0,0,0,0,0
"poison",0,0,0,0,1,0,0,0,0,0
"politician",0,0,0,0,2,0,0,0,0,0
"pretty",0,0,0,0,1,0,0,0,0,0
"quest",0,0,0,0,1,0,0,0,0,0
"rafaela",0,0,0,0,1,0,0,0,0,0
"recover",0,0,0,0,1,0,0,0,0,0
"remove",0,0,0,0,1,0,1,0,0,1
"reporters",0,0,0,0,1,2,0,0,0,0
"requesens,",0,0,0,0,1,0,0,0,0,0
"rightful",0,0,0,0,1,0,0,0,1,0
"rise",0,0,0,0,1,1,0,0,0,0
"risk",0,0,0,0,1,0,0,0,2,0
"roared",0,0,0,0,1,0,0,0,0,0
"robbing",0,0,0,0,1,0,0,0,0,1
"rotten",0,0,0,0,1,0,0,0,0,0
"round",0,0,0,0,1,0,0,0,0,0
"rule",0,0,0,0,1,2,0,0,0,0
"said,",0,0,0,0,1,0,0,0,0,4
"said:",0,0,0,0,1,0,0,0,0,0
"sense",0,0,0,0,1,0,0,0,0,0
"shown",0,0,0,0,1,0,1,0,0,0
"six-year",0,0,0,0,1,1,0,0,0,0
"slammed",0,0,0,0,1,0,0,0,0,1
"soon",0,0,0,0,1,0,0,0,0,0
"sparked",0,0,0,0,1,0,0,0,0,0
"specialist,",0,0,0,0,1,0,0,0,0,0
"speeches",0,0,0,0,1,0,0,0,0,0
"spent",0,0,0,0,1,0,0,0,0,0
"started",0,0,0,0,2,0,0,0,0,0
"strength",0,0,0,0,1,0,0,0,0,0
"succession",0,0,0,0,1,0,0,0,0,0
"sure.",0,0,0,0,1,0,0,0,0,0
"survives",0,0,0,0,1,0,0,0,0,0
"tempering",0,0,0,0,1,0,0,0,0,0
"temporarily",0,0,0,0,1,0,0,0,0,0
"than",0,0,0,0,2,3,0,0,2,3
"that.",0,0,0,0,1,0,0,0,0,0
"though",0,0,0,0,1,0,0,0,0,0
"throes,",0,0,0,0,1,0,0,0,1,0
"trying",0,0,0,0,1,1,0,0,0,2
"tuesday.",0,0,0,0,1,0,0,0,0,0
"tunnel.",0,0,0,0,1,0,0,0,0,0
"undermined",0,0,0,0,1,0,0,0,0,0
"unity",0,0,0,0,1,0,0,0,0,0
"university",0,0,0,0,3,1,0,0,0,0
"until",0,0,0,0,1,0,0,0,2,0
"urged",0,0,0,0,1,1,0,0,0,0
"vowed",0,0,0,0,1,0,0,0,0,0
"week.",0,0,0,0,1,0,0,0,1,0
"weeks,",0,0,0,0,1,0,0,0,0,0
"widely",0,0,0,0,2,0,0,1,0,0
"widespread",0,0,0,0,1,0,0,0,0,0
"wretches",0,0,0,0,1,0,0,0,0,0
"year",0,0,0,0,1,0,0,0,0,0
"years",0,0,0,0,1,0,0,0,5,0
"!!(""*""",0,0,0,0,0,1,1,0,0,1
"!(0,a.default)([c.bid_status.bid_targeting_set,",0,0,0,0,0,1,1,0,0,1
"!(1",0,0,0,0,0,1,1,0,0,1
"!0,configurable:",0,0,0,0,0,1,1,0,0,1
"!0,n.src",0,0,0,0,0,1,1,0,0,1
"!0,t",0,0,0,0,0,1,1,0,0,1
"!0,writable:",0,0,0,0,0,1,1,0,0,1
"!0,{type:",0,0,0,0,0,1,1,0,0,1
"!0;return",0,0,0,0,0,1,1,0,0,1
"!0;try",0,0,0,0,0,1,1,0,0,1
"!0})",0,0,0,0,0,1,1,0,0,1
"!0}),",0,0,0,0,0,1,1,0,0,1
"!0}),t.default",0,0,0,0,0,1,1,0,0,1
"!0},a.getbidderrequest",0,0,0,0,0,1,1,0,0,1
"!0}}",0,0,0,0,0,1,1,0,0,1
"!1)),!r})),r",0,0,0,0,0,1,1,0,0,1
"!1)})),t}t.getpricebucketstring",0,0,0,0,0,1,1,0,0,1
"!1,",0,0,0,0,0,1,1,0,0,1
"!1,callbacks:",0,0,0,0,0,1,1,0,0,1
"!1;if",0,0,0,0,0,1,1,0,0,1
"!1;var",0,0,0,0,0,2,2,0,0,2
"!==",0,0,0,0,0,12,21,0,0,48
"!array.isarray(a.icon.sizes)",0,0,0,0,0,1,1,0,0,1
"!array.isarray(a.image.aspect_ratios)",0,0,0,0,0,1,1,0,0,1
"!array.isarray(a.image.sizes)",0,0,0,0,0,1,1,0,0,1
"!array.isarray(e.buckets))return",0,0,0,0,0,1,1,0,0,1
"!e.buckets",0,0,0,0,0,1,1,0,0,1
"!e.status)});function",0,0,0,0,0,1,1,0,0,1
"!o.isemptystr(n)",0,0,0,0,0,1,1,0,0,1
""""")",0,0,0,0,0,1,1,0,0,1
""""";for",0,0,0,0,0,1,1,0,0,1
""""";return",0,0,0,0,0,1,1,0,0,1
"""""},a.getdefinedparams",0,0,0,0,0,1,1,0,0,1
"""""},a.getiframedocument",0,0,0,0,0,1,1,0,0,1
"""""},a.tryappendquerystring",0,0,0,0,0,1,1,0,0,1
"""&""",0,0,0,0,0,1,1,0,0,1
"""&"");return",0,0,0,0,0,1,1,0,0,1
"""&gdpr_consent=""",0,0,0,0,0,1,1,0,0,1
"""),ttlseconds:",0,0,0,0,0,1,1,0,0,1
""");var",0,0,0,0,0,1,1,0,0,1
""".filter\""",0,0,0,0,0,1,1,0,0,1
"""90%",0,0,0,0,0,1,0,0,0,0
"""=""",0,0,0,0,0,1,1,0,0,1
"""="")",0,0,0,0,0,1,1,0,0,1
"""?gdpr=""",0,0,0,0,0,1,1,0,0,1
"""?gdpr_consent=""",0,0,0,0,0,1,1,0,0,1
"""__esmodule"",",0,0,0,0,0,1,1,0,0,1
"""addbidresponse"");function",0,0,0,0,0,1,1,0,0,1
"""adunitcode"");return",0,0,0,0,0,1,1,0,0,1
"""all""",0,0,0,0,0,2,2,0,0,2
"""banner""",0,0,0,0,0,1,1,0,0,1
"""biddercode"");object.keys(t).foreach((function(e)",0,0,0,0,0,1,1,0,0,1
"""bidmanager.js"",",0,0,0,0,0,1,1,0,0,1
"""brothers",0,0,0,0,0,1,0,0,0,0
"""complete""",0,0,0,0,0,1,1,0,0,1
"""completed"";u.on(n.events.bid_adjustment,",0,0,0,0,0,1,1,0,0,1
"""custom""",0,0,0,0,0,1,1,0,0,1
"""error"",",0,0,0,0,0,1,1,0,0,1
"""especially",0,0,0,0,0,1,0,0,0,0
"""exclude""",0,0,0,0,0,1,1,0,0,1
"""filtersettings.'",0,0,0,0,0,2,2,0,0,2
"""filtersettings.all""",0,0,0,0,0,1,1,0,0,1
"""function""",0,0,0,0,0,6,6,0,0,6
"""https:"")",0,0,0,0,0,1,1,0,0,1
"""iframe"",url:",0,0,0,0,0,1,1,0,0,1
"""iframe/image""",0,0,0,0,0,1,1,0,0,1
"""in",0,0,0,0,0,2,0,0,0,0
"""include""",0,0,0,0,0,1,1,0,0,1
"""inprogress"",",0,0,0,0,0,1,1,0,0,1
"""join",0,0,0,0,0,1,0,0,0,0
"""justice""",0,0,0,0,0,1,0,0,0,0
"""legitimate",0,0,0,0,0,1,0,0,0,0
"""mediatypes.video.playersize""))",0,0,0,0,0,1,1,0,0,1
"""native"",",0,0,0,0,0,1,1,0,0,1
"""number"",siteid:",0,0,0,0,0,1,1,0,0,1
"""number"",zoneid:",0,0,0,0,0,1,1,0,0,1
"""number""},",0,0,0,0,0,1,1,0,0,1
"""object""",0,0,0,0,0,1,1,0,0,1
"""outstream""],",0,0,0,0,0,1,1,0,0,1
"""right",0,0,0,0,0,1,0,0,0,0
"""s2s""),done:",0,0,0,0,0,1,1,0,0,1
"""started"",",0,0,0,0,0,1,1,0,0,1
"""string""",0,0,0,0,0,4,4,0,0,4
"""text/javascript"",n.async",0,0,0,0,0,2,2,0,0,2
"""there",0,0,0,0,0,1,0,0,0,1
"""this",0,0,0,0,0,2,0,0,0,3
"""to",0,0,0,0,0,1,0,0,0,0
"""today",0,0,0,0,0,1,0,0,0,0
"""traitor.""",0,0,0,0,0,1,0,0,0,0
"""undefined""",0,0,0,0,0,1,1,0,0,1
"""venezuela",0,0,0,0,0,1,0,0,0,0
"""video""];if",0,0,0,0,0,1,1,0,0,1
"""we",0,0,0,0,0,3,0,0,0,1
"""worthless",0,0,0,0,0,1,0,0,0,0
"'""');if",0,0,0,0,0,1,1,0,0,1
"'5000",0,0,0,0,0,1,0,0,0,0
"';return",0,0,0,0,0,1,1,0,0,1
"'exclude'.""),!1;return",0,0,0,0,0,1,1,0,0,1
"'include'",0,0,0,0,0,1,1,0,0,1
"'traitor'",0,0,0,0,0,1,0,0,0,0
"'very",0,0,0,0,0,1,0,0,0,0
"'},a.createtrackpixeliframehtml",0,0,0,0,0,1,1,0,0,1
"(!a",0,0,0,0,0,1,1,0,0,1
"(!d[e])",0,0,0,0,0,1,1,0,0,1
"(!n)return",0,0,0,0,0,1,1,0,0,1
"(!object.keys(e).every((function(e)",0,0,0,0,0,1,1,0,0,1
"(!t)return",0,0,0,0,0,1,1,0,0,1
"(""boolean""",0,0,0,0,0,1,1,0,0,1
"(""video""",0,0,0,0,0,1,1,0,0,1
"((0,o.default)(u,",0,0,0,0,0,1,1,0,0,1
"((0,s.isgptpubadsdefined)())",0,0,0,0,0,1,1,0,0,1
"(0,_.delayexecution)((function()",0,0,0,0,0,1,1,0,0,1
"(0,_.getbidderrequest)(n,",0,0,0,0,0,1,1,0,0,1
"(0,_.timestamp)(),requesttimestamp:",0,0,0,0,0,1,1,0,0,1
"(0,a.default)(m,",0,0,0,0,0,1,1,0,0,1
"(0,a.default)(t,",0,0,0,0,0,1,1,0,0,1
"(0,a.sizesupported)([e.width,",0,0,0,0,0,1,1,0,0,1
"(0,e.ajaxbuilder)(a,",0,0,0,0,0,1,1,0,0,1
"(0,h.getpricebucketstring)(a.cpm,",0,0,0,0,0,1,1,0,0,1
"(0,i.getnativetargeting)(t))),n}function",0,0,0,0,0,1,1,0,0,1
"(0,o.createhook)(""asyncseries"",",0,0,0,0,0,1,1,0,0,1
"(0,o.default)(e,",0,0,0,0,0,1,1,0,0,1
"(0,s.groupby)(e,",0,0,0,0,0,1,1,0,0,1
"(0,s.groupby)(i[e],",0,0,0,0,0,1,1,0,0,1
"(0,s.timestamp)(),i})),",0,0,0,0,0,1,1,0,0,1
"(0,s.timestamp)();var",0,0,0,0,0,1,1,0,0,1
"(0,s.timestamp)()},function(e)",0,0,0,0,0,1,1,0,0,1
"(0,t.default)(r.bids,",0,0,0,0,0,1,1,0,0,1
"(0,u.default)([""instream"",",0,0,0,0,0,1,1,0,0,1
"(0,u.default)(t,",0,0,0,0,0,1,1,0,0,1
"(0,v.default)(e.buckets,",0,0,0,0,0,1,1,0,0,1
"(1237",0,0,0,0,0,1,0,0,0,0
"([1e7]",0,0,0,0,0,1,1,0,0,1
"(a.renderer",0,0,0,0,0,1,1,0,0,1
"(array.isarray(i.playersize)",0,0,0,0,0,1,1,0,0,1
"(array.isarray(r.targeting)",0,0,0,0,0,1,1,0,0,1
"(cnn)",0,0,0,0,0,1,1,0,0,1
